"Index Num","Country of Origin","Country of Origin-ISO2","Asylum Data",Year,Age,Sex,"Country of Asylum"
1881,Afghanistan,AF,60,2010,"From 14 to 15 years",Total,Austria
1882,Afghanistan,AF,195,2011,"From 14 to 15 years",Total,Austria
1883,Afghanistan,AF,280,2012,"From 14 to 15 years",Total,Austria
1884,Afghanistan,AF,140,2013,"From 14 to 15 years",Total,Austria
1885,Afghanistan,AF,485,2014,"From 14 to 15 years",Total,Austria
1886,Afghanistan,AF,1855,2015,"From 14 to 15 years",Total,Austria
1887,Afghanistan,AF,835,2016,"From 14 to 15 years",Total,Austria
1888,Afghanistan,AF,230,2017,"From 14 to 15 years",Total,Austria
1889,Afghanistan,AF,60,2018,"From 14 to 15 years",Total,Austria
1890,Afghanistan,AF,225,2019,"From 14 to 15 years",Total,Austria
1891,Afghanistan,AF,40,2008,"From 14 to 15 years",Total,Belgium
1892,Afghanistan,AF,105,2009,"From 14 to 15 years",Total,Belgium
1893,Afghanistan,AF,110,2010,"From 14 to 15 years",Total,Belgium
1894,Afghanistan,AF,280,2011,"From 14 to 15 years",Total,Belgium
1895,Afghanistan,AF,150,2012,"From 14 to 15 years",Total,Belgium
1896,Afghanistan,AF,35,2013,"From 14 to 15 years",Total,Belgium
1897,Afghanistan,AF,40,2014,"From 14 to 15 years",Total,Belgium
1898,Afghanistan,AF,820,2015,"From 14 to 15 years",Total,Belgium
1899,Afghanistan,AF,275,2016,"From 14 to 15 years",Total,Belgium
1900,Afghanistan,AF,120,2017,"From 14 to 15 years",Total,Belgium
1901,Afghanistan,AF,95,2018,"From 14 to 15 years",Total,Belgium
1902,Afghanistan,AF,330,2019,"From 14 to 15 years",Total,Belgium
1903,Afghanistan,AF,5,2010,"From 14 to 15 years",Total,Bulgaria
1904,Afghanistan,AF,5,2011,"From 14 to 15 years",Total,Bulgaria
1905,Afghanistan,AF,10,2012,"From 14 to 15 years",Total,Bulgaria
1906,Afghanistan,AF,10,2013,"From 14 to 15 years",Total,Bulgaria
1907,Afghanistan,AF,250,2014,"From 14 to 15 years",Total,Bulgaria
1908,Afghanistan,AF,370,2015,"From 14 to 15 years",Total,Bulgaria
1909,Afghanistan,AF,735,2016,"From 14 to 15 years",Total,Bulgaria
1910,Afghanistan,AF,115,2017,"From 14 to 15 years",Total,Bulgaria
1911,Afghanistan,AF,105,2018,"From 14 to 15 years",Total,Bulgaria
1912,Afghanistan,AF,170,2019,"From 14 to 15 years",Total,Bulgaria
1913,Afghanistan,AF,5,2008,"From 14 to 15 years",Total,Switzerland
1914,Afghanistan,AF,15,2009,"From 14 to 15 years",Total,Switzerland
1915,Afghanistan,AF,20,2010,"From 14 to 15 years",Total,Switzerland
1916,Afghanistan,AF,15,2011,"From 14 to 15 years",Total,Switzerland
1917,Afghanistan,AF,20,2012,"From 14 to 15 years",Total,Switzerland
1918,Afghanistan,AF,15,2013,"From 14 to 15 years",Total,Switzerland
1919,Afghanistan,AF,20,2014,"From 14 to 15 years",Total,Switzerland
1920,Afghanistan,AF,305,2015,"From 14 to 15 years",Total,Switzerland
1921,Afghanistan,AF,135,2016,"From 14 to 15 years",Total,Switzerland
1922,Afghanistan,AF,60,2017,"From 14 to 15 years",Total,Switzerland
1923,Afghanistan,AF,30,2018,"From 14 to 15 years",Total,Switzerland
1924,Afghanistan,AF,65,2019,"From 14 to 15 years",Total,Switzerland
1925,Afghanistan,AF,20,2008,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1926,Afghanistan,AF,135,2009,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1927,Afghanistan,AF,190,2010,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1928,Afghanistan,AF,300,2011,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1929,Afghanistan,AF,235,2012,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1930,Afghanistan,AF,180,2013,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1931,Afghanistan,AF,250,2014,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1932,Afghanistan,AF,1875,2015,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1933,Afghanistan,AF,3015,2016,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1934,Afghanistan,AF,345,2017,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1935,Afghanistan,AF,125,2018,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1936,Afghanistan,AF,110,2019,"From 14 to 15 years",Total,"Germany (until 1990 former territory of the FRG)"
1937,Afghanistan,AF,130,2009,"From 14 to 15 years",Total,Denmark
1938,Afghanistan,AF,100,2010,"From 14 to 15 years",Total,Denmark
1939,Afghanistan,AF,50,2011,"From 14 to 15 years",Total,Denmark
1940,Afghanistan,AF,45,2012,"From 14 to 15 years",Total,Denmark
1941,Afghanistan,AF,30,2013,"From 14 to 15 years",Total,Denmark
1942,Afghanistan,AF,25,2014,"From 14 to 15 years",Total,Denmark
1943,Afghanistan,AF,305,2015,"From 14 to 15 years",Total,Denmark
1944,Afghanistan,AF,240,2016,"From 14 to 15 years",Total,Denmark
1945,Afghanistan,AF,20,2017,"From 14 to 15 years",Total,Denmark
1946,Afghanistan,AF,5,2018,"From 14 to 15 years",Total,Denmark
1947,Afghanistan,AF,5,2019,"From 14 to 15 years",Total,Denmark
1948,Afghanistan,AF,20,2008,"From 14 to 15 years",Total,Greece
1949,Afghanistan,AF,5,2009,"From 14 to 15 years",Total,Greece
1950,Afghanistan,AF,5,2010,"From 14 to 15 years",Total,Greece
1951,Afghanistan,AF,5,2012,"From 14 to 15 years",Total,Greece
1952,Afghanistan,AF,40,2013,"From 14 to 15 years",Total,Greece
1953,Afghanistan,AF,40,2014,"From 14 to 15 years",Total,Greece
1954,Afghanistan,AF,45,2015,"From 14 to 15 years",Total,Greece
1955,Afghanistan,AF,145,2016,"From 14 to 15 years",Total,Greece
1956,Afghanistan,AF,155,2017,"From 14 to 15 years",Total,Greece
1957,Afghanistan,AF,265,2018,"From 14 to 15 years",Total,Greece
1958,Afghanistan,AF,400,2019,"From 14 to 15 years",Total,Greece
1959,Afghanistan,AF,395,2008,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1960,Afghanistan,AF,1110,2009,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1961,Afghanistan,AF,1050,2010,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1962,Afghanistan,AF,1530,2011,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1963,Afghanistan,AF,1515,2012,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1964,Afghanistan,AF,995,2013,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1965,Afghanistan,AF,2030,2014,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1966,Afghanistan,AF,16685,2015,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1967,Afghanistan,AF,6055,2016,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1968,Afghanistan,AF,1255,2017,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1969,Afghanistan,AF,765,2018,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1970,Afghanistan,AF,1395,2019,"From 14 to 15 years",Total,"European Union - 27 countries (from 2020)"
1971,Afghanistan,AF,975,2008,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1972,Afghanistan,AF,1680,2009,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1973,Afghanistan,AF,1220,2010,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1974,Afghanistan,AF,1680,2011,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1975,Afghanistan,AF,1625,2012,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1976,Afghanistan,AF,1045,2013,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1977,Afghanistan,AF,2105,2014,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1978,Afghanistan,AF,16950,2015,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1979,Afghanistan,AF,6355,2016,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1980,Afghanistan,AF,1345,2017,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1981,Afghanistan,AF,845,2018,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1982,Afghanistan,AF,1600,2019,"From 14 to 15 years",Total,"European Union - 28 countries (2013-2020)"
1983,Afghanistan,AF,10,2008,"From 14 to 15 years",Total,Finland
1984,Afghanistan,AF,15,2009,"From 14 to 15 years",Total,Finland
1985,Afghanistan,AF,10,2010,"From 14 to 15 years",Total,Finland
1986,Afghanistan,AF,10,2011,"From 14 to 15 years",Total,Finland
1987,Afghanistan,AF,10,2012,"From 14 to 15 years",Total,Finland
1988,Afghanistan,AF,5,2013,"From 14 to 15 years",Total,Finland
1989,Afghanistan,AF,20,2014,"From 14 to 15 years",Total,Finland
1990,Afghanistan,AF,455,2015,"From 14 to 15 years",Total,Finland
1991,Afghanistan,AF,20,2016,"From 14 to 15 years",Total,Finland
1992,Afghanistan,AF,15,2017,"From 14 to 15 years",Total,Finland
1993,Afghanistan,AF,5,2018,"From 14 to 15 years",Total,Finland
1994,Afghanistan,AF,5,2015,"From 14 to 15 years",Total,France
1995,Afghanistan,AF,30,2016,"From 14 to 15 years",Total,France
1996,Afghanistan,AF,10,2017,"From 14 to 15 years",Total,France
1997,Afghanistan,AF,15,2018,"From 14 to 15 years",Total,France
1998,Afghanistan,AF,5,2012,"From 14 to 15 years",Total,Croatia
1999,Afghanistan,AF,5,2013,"From 14 to 15 years",Total,Croatia
2000,Afghanistan,AF,5,2014,"From 14 to 15 years",Total,Croatia
2001,Afghanistan,AF,40,2016,"From 14 to 15 years",Total,Croatia
2002,Afghanistan,AF,5,2017,"From 14 to 15 years",Total,Croatia
2003,Afghanistan,AF,5,2018,"From 14 to 15 years",Total,Croatia
2004,Afghanistan,AF,10,2019,"From 14 to 15 years",Total,Croatia
2005,Afghanistan,AF,15,2008,"From 14 to 15 years",Total,Hungary
2006,Afghanistan,AF,190,2009,"From 14 to 15 years",Total,Hungary
2007,Afghanistan,AF,85,2010,"From 14 to 15 years",Total,Hungary
2008,Afghanistan,AF,25,2011,"From 14 to 15 years",Total,Hungary
2009,Afghanistan,AF,35,2012,"From 14 to 15 years",Total,Hungary
2010,Afghanistan,AF,100,2013,"From 14 to 15 years",Total,Hungary
2011,Afghanistan,AF,225,2014,"From 14 to 15 years",Total,Hungary
2012,Afghanistan,AF,1620,2015,"From 14 to 15 years",Total,Hungary
2013,Afghanistan,AF,300,2016,"From 14 to 15 years",Total,Hungary
2014,Afghanistan,AF,70,2017,"From 14 to 15 years",Total,Hungary
2015,Afghanistan,AF,15,2018,"From 14 to 15 years",Total,Hungary
2016,Afghanistan,AF,5,2016,"From 14 to 15 years",Total,Ireland
2017,Afghanistan,AF,15,2008,"From 14 to 15 years",Total,Italy
2018,Afghanistan,AF,5,2009,"From 14 to 15 years",Total,Italy
2019,Afghanistan,AF,10,2010,"From 14 to 15 years",Total,Italy
2020,Afghanistan,AF,5,2011,"From 14 to 15 years",Total,Italy
2021,Afghanistan,AF,5,2012,"From 14 to 15 years",Total,Italy
2022,Afghanistan,AF,5,2013,"From 14 to 15 years",Total,Italy
2023,Afghanistan,AF,5,2014,"From 14 to 15 years",Total,Italy
2024,Afghanistan,AF,5,2015,"From 14 to 15 years",Total,Italy
2025,Afghanistan,AF,5,2017,"From 14 to 15 years",Total,Italy
2026,Afghanistan,AF,5,2018,"From 14 to 15 years",Total,Italy
2027,Afghanistan,AF,5,2010,"From 14 to 15 years",Total,Lithuania
2028,Afghanistan,AF,5,2010,"From 14 to 15 years",Total,Luxembourg
2029,Afghanistan,AF,20,2015,"From 14 to 15 years",Total,Luxembourg
2030,Afghanistan,AF,5,2016,"From 14 to 15 years",Total,Luxembourg
2031,Afghanistan,AF,35,2008,"From 14 to 15 years",Total,Netherlands
2032,Afghanistan,AF,95,2009,"From 14 to 15 years",Total,Netherlands
2033,Afghanistan,AF,80,2010,"From 14 to 15 years",Total,Netherlands
2034,Afghanistan,AF,75,2011,"From 14 to 15 years",Total,Netherlands
2035,Afghanistan,AF,50,2012,"From 14 to 15 years",Total,Netherlands
2036,Afghanistan,AF,15,2013,"From 14 to 15 years",Total,Netherlands
2037,Afghanistan,AF,10,2014,"From 14 to 15 years",Total,Netherlands
2038,Afghanistan,AF,160,2015,"From 14 to 15 years",Total,Netherlands
2039,Afghanistan,AF,70,2016,"From 14 to 15 years",Total,Netherlands
2040,Afghanistan,AF,25,2017,"From 14 to 15 years",Total,Netherlands
2041,Afghanistan,AF,10,2018,"From 14 to 15 years",Total,Netherlands
2042,Afghanistan,AF,25,2019,"From 14 to 15 years",Total,Netherlands
2043,Afghanistan,AF,140,2008,"From 14 to 15 years",Total,Norway
2044,Afghanistan,AF,390,2009,"From 14 to 15 years",Total,Norway
2045,Afghanistan,AF,90,2010,"From 14 to 15 years",Total,Norway
2046,Afghanistan,AF,100,2011,"From 14 to 15 years",Total,Norway
2047,Afghanistan,AF,120,2012,"From 14 to 15 years",Total,Norway
2048,Afghanistan,AF,60,2013,"From 14 to 15 years",Total,Norway
2049,Afghanistan,AF,145,2014,"From 14 to 15 years",Total,Norway
2050,Afghanistan,AF,1415,2015,"From 14 to 15 years",Total,Norway
2051,Afghanistan,AF,70,2016,"From 14 to 15 years",Total,Norway
2052,Afghanistan,AF,15,2017,"From 14 to 15 years",Total,Norway
2053,Afghanistan,AF,15,2018,"From 14 to 15 years",Total,Norway
2054,Afghanistan,AF,25,2019,"From 14 to 15 years",Total,Norway
2055,Afghanistan,AF,5,2012,"From 14 to 15 years",Total,Poland
2056,Afghanistan,AF,5,2018,"From 14 to 15 years",Total,Poland
2057,Afghanistan,AF,5,2019,"From 14 to 15 years",Total,Poland
2058,Afghanistan,AF,5,2009,"From 14 to 15 years",Total,Romania
2059,Afghanistan,AF,5,2010,"From 14 to 15 years",Total,Romania
2060,Afghanistan,AF,5,2011,"From 14 to 15 years",Total,Romania
2061,Afghanistan,AF,5,2012,"From 14 to 15 years",Total,Romania
2062,Afghanistan,AF,20,2014,"From 14 to 15 years",Total,Romania
2063,Afghanistan,AF,15,2017,"From 14 to 15 years",Total,Romania
2064,Afghanistan,AF,15,2019,"From 14 to 15 years",Total,Romania
2065,Afghanistan,AF,155,2008,"From 14 to 15 years",Total,Sweden
2066,Afghanistan,AF,295,2009,"From 14 to 15 years",Total,Sweden
2067,Afghanistan,AF,375,2010,"From 14 to 15 years",Total,Sweden
2068,Afghanistan,AF,565,2011,"From 14 to 15 years",Total,Sweden
2069,Afghanistan,AF,665,2012,"From 14 to 15 years",Total,Sweden
2070,Afghanistan,AF,425,2013,"From 14 to 15 years",Total,Sweden
2071,Afghanistan,AF,635,2014,"From 14 to 15 years",Total,Sweden
2072,Afghanistan,AF,9135,2015,"From 14 to 15 years",Total,Sweden
2073,Afghanistan,AF,265,2016,"From 14 to 15 years",Total,Sweden
2074,Afghanistan,AF,45,2017,"From 14 to 15 years",Total,Sweden
2075,Afghanistan,AF,20,2018,"From 14 to 15 years",Total,Sweden
2076,Afghanistan,AF,30,2019,"From 14 to 15 years",Total,Sweden
2077,Afghanistan,AF,5,2008,"From 14 to 15 years",Total,Slovenia
2078,Afghanistan,AF,5,2009,"From 14 to 15 years",Total,Slovenia
2079,Afghanistan,AF,5,2010,"From 14 to 15 years",Total,Slovenia
2080,Afghanistan,AF,5,2011,"From 14 to 15 years",Total,Slovenia
2081,Afghanistan,AF,5,2012,"From 14 to 15 years",Total,Slovenia
2082,Afghanistan,AF,15,2014,"From 14 to 15 years",Total,Slovenia
2083,Afghanistan,AF,5,2015,"From 14 to 15 years",Total,Slovenia
2084,Afghanistan,AF,65,2016,"From 14 to 15 years",Total,Slovenia
2085,Afghanistan,AF,75,2017,"From 14 to 15 years",Total,Slovenia
2086,Afghanistan,AF,30,2018,"From 14 to 15 years",Total,Slovenia
2087,Afghanistan,AF,55,2019,"From 14 to 15 years",Total,Slovenia
2088,Afghanistan,AF,10,2008,"From 14 to 15 years",Total,Slovakia
2089,Afghanistan,AF,10,2019,"From 14 to 15 years",Total,Slovakia
2090,Afghanistan,AF,975,2008,"From 14 to 15 years",Total,Total
2091,Afghanistan,AF,1680,2009,"From 14 to 15 years",Total,Total
2092,Afghanistan,AF,1220,2010,"From 14 to 15 years",Total,Total
2093,Afghanistan,AF,1680,2011,"From 14 to 15 years",Total,Total
2094,Afghanistan,AF,1625,2012,"From 14 to 15 years",Total,Total
2095,Afghanistan,AF,1045,2013,"From 14 to 15 years",Total,Total
2096,Afghanistan,AF,2105,2014,"From 14 to 15 years",Total,Total
2097,Afghanistan,AF,16950,2015,"From 14 to 15 years",Total,Total
2098,Afghanistan,AF,6555,2016,"From 14 to 15 years",Total,Total
2099,Afghanistan,AF,1420,2017,"From 14 to 15 years",Total,Total
2100,Afghanistan,AF,895,2018,"From 14 to 15 years",Total,Total
2101,Afghanistan,AF,1690,2019,"From 14 to 15 years",Total,Total
2102,Afghanistan,AF,580,2008,"From 14 to 15 years",Total,"United Kingdom"
2103,Afghanistan,AF,570,2009,"From 14 to 15 years",Total,"United Kingdom"
2104,Afghanistan,AF,170,2010,"From 14 to 15 years",Total,"United Kingdom"
2105,Afghanistan,AF,155,2011,"From 14 to 15 years",Total,"United Kingdom"
2106,Afghanistan,AF,105,2012,"From 14 to 15 years",Total,"United Kingdom"
2107,Afghanistan,AF,45,2013,"From 14 to 15 years",Total,"United Kingdom"
2108,Afghanistan,AF,75,2014,"From 14 to 15 years",Total,"United Kingdom"
2109,Afghanistan,AF,270,2015,"From 14 to 15 years",Total,"United Kingdom"
2110,Afghanistan,AF,300,2016,"From 14 to 15 years",Total,"United Kingdom"
2111,Afghanistan,AF,90,2017,"From 14 to 15 years",Total,"United Kingdom"
2112,Afghanistan,AF,85,2018,"From 14 to 15 years",Total,"United Kingdom"
2113,Afghanistan,AF,205,2019,"From 14 to 15 years",Total,"United Kingdom"
2114,Afghanistan,AF,140,2008,"From 16 to 17 years",Total,Austria
2115,Afghanistan,AF,300,2009,"From 16 to 17 years",Total,Austria
2116,Afghanistan,AF,190,2010,"From 16 to 17 years",Total,Austria
2117,Afghanistan,AF,435,2011,"From 16 to 17 years",Total,Austria
2118,Afghanistan,AF,545,2012,"From 16 to 17 years",Total,Austria
2119,Afghanistan,AF,240,2013,"From 16 to 17 years",Total,Austria
2120,Afghanistan,AF,655,2014,"From 16 to 17 years",Total,Austria
2121,Afghanistan,AF,3330,2015,"From 16 to 17 years",Total,Austria
2122,Afghanistan,AF,1325,2016,"From 16 to 17 years",Total,Austria
2123,Afghanistan,AF,360,2017,"From 16 to 17 years",Total,Austria
2124,Afghanistan,AF,85,2018,"From 16 to 17 years",Total,Austria
2125,Afghanistan,AF,390,2019,"From 16 to 17 years",Total,Austria
2126,Afghanistan,AF,65,2008,"From 16 to 17 years",Total,Belgium
2127,Afghanistan,AF,105,2009,"From 16 to 17 years",Total,Belgium
2128,Afghanistan,AF,95,2010,"From 16 to 17 years",Total,Belgium
2129,Afghanistan,AF,240,2011,"From 16 to 17 years",Total,Belgium
2130,Afghanistan,AF,250,2012,"From 16 to 17 years",Total,Belgium
2131,Afghanistan,AF,65,2013,"From 16 to 17 years",Total,Belgium
2132,Afghanistan,AF,65,2014,"From 16 to 17 years",Total,Belgium
2133,Afghanistan,AF,485,2015,"From 16 to 17 years",Total,Belgium
2134,Afghanistan,AF,180,2016,"From 16 to 17 years",Total,Belgium
2135,Afghanistan,AF,140,2017,"From 16 to 17 years",Total,Belgium
2136,Afghanistan,AF,140,2018,"From 16 to 17 years",Total,Belgium
2137,Afghanistan,AF,255,2019,"From 16 to 17 years",Total,Belgium
2138,Afghanistan,AF,5,2008,"From 16 to 17 years",Total,Bulgaria
2139,Afghanistan,AF,5,2009,"From 16 to 17 years",Total,Bulgaria
2140,Afghanistan,AF,15,2012,"From 16 to 17 years",Total,Bulgaria
2141,Afghanistan,AF,25,2013,"From 16 to 17 years",Total,Bulgaria
2142,Afghanistan,AF,380,2014,"From 16 to 17 years",Total,Bulgaria
2143,Afghanistan,AF,480,2015,"From 16 to 17 years",Total,Bulgaria
2144,Afghanistan,AF,990,2016,"From 16 to 17 years",Total,Bulgaria
2145,Afghanistan,AF,135,2017,"From 16 to 17 years",Total,Bulgaria
2146,Afghanistan,AF,240,2018,"From 16 to 17 years",Total,Bulgaria
2147,Afghanistan,AF,215,2019,"From 16 to 17 years",Total,Bulgaria
2148,Afghanistan,AF,10,2008,"From 16 to 17 years",Total,Switzerland
2149,Afghanistan,AF,15,2009,"From 16 to 17 years",Total,Switzerland
2150,Afghanistan,AF,20,2010,"From 16 to 17 years",Total,Switzerland
2151,Afghanistan,AF,25,2011,"From 16 to 17 years",Total,Switzerland
2152,Afghanistan,AF,30,2012,"From 16 to 17 years",Total,Switzerland
2153,Afghanistan,AF,20,2013,"From 16 to 17 years",Total,Switzerland
2154,Afghanistan,AF,25,2014,"From 16 to 17 years",Total,Switzerland
2155,Afghanistan,AF,475,2015,"From 16 to 17 years",Total,Switzerland
2156,Afghanistan,AF,150,2016,"From 16 to 17 years",Total,Switzerland
2157,Afghanistan,AF,50,2017,"From 16 to 17 years",Total,Switzerland
2158,Afghanistan,AF,45,2018,"From 16 to 17 years",Total,Switzerland
2159,Afghanistan,AF,100,2019,"From 16 to 17 years",Total,Switzerland
2160,Afghanistan,AF,10,2010,"From 16 to 17 years",Total,Cyprus
2161,Afghanistan,AF,5,2011,"From 16 to 17 years",Total,Czechia
2162,Afghanistan,AF,5,2015,"From 16 to 17 years",Total,Czechia
2163,Afghanistan,AF,5,2019,"From 16 to 17 years",Total,Czechia
2164,Afghanistan,AF,35,2008,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2165,Afghanistan,AF,265,2009,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2166,Afghanistan,AF,565,2010,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2167,Afghanistan,AF,710,2011,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2168,Afghanistan,AF,685,2012,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2169,Afghanistan,AF,465,2013,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2170,Afghanistan,AF,760,2014,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2171,Afghanistan,AF,5355,2015,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2172,Afghanistan,AF,11135,2016,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2173,Afghanistan,AF,1700,2017,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2174,Afghanistan,AF,520,2018,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2175,Afghanistan,AF,320,2019,"From 16 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2176,Afghanistan,AF,230,2009,"From 16 to 17 years",Total,Denmark
2177,Afghanistan,AF,185,2010,"From 16 to 17 years",Total,Denmark
2178,Afghanistan,AF,95,2011,"From 16 to 17 years",Total,Denmark
2179,Afghanistan,AF,50,2012,"From 16 to 17 years",Total,Denmark
2180,Afghanistan,AF,25,2013,"From 16 to 17 years",Total,Denmark
2181,Afghanistan,AF,30,2014,"From 16 to 17 years",Total,Denmark
2182,Afghanistan,AF,450,2015,"From 16 to 17 years",Total,Denmark
2183,Afghanistan,AF,210,2016,"From 16 to 17 years",Total,Denmark
2184,Afghanistan,AF,25,2017,"From 16 to 17 years",Total,Denmark
2185,Afghanistan,AF,10,2018,"From 16 to 17 years",Total,Denmark
2186,Afghanistan,AF,10,2019,"From 16 to 17 years",Total,Denmark
2187,Afghanistan,AF,55,2008,"From 16 to 17 years",Total,Greece
2188,Afghanistan,AF,5,2009,"From 16 to 17 years",Total,Greece
2189,Afghanistan,AF,10,2010,"From 16 to 17 years",Total,Greece
2190,Afghanistan,AF,15,2011,"From 16 to 17 years",Total,Greece
2191,Afghanistan,AF,20,2012,"From 16 to 17 years",Total,Greece
2192,Afghanistan,AF,120,2013,"From 16 to 17 years",Total,Greece
2193,Afghanistan,AF,120,2014,"From 16 to 17 years",Total,Greece
2194,Afghanistan,AF,85,2015,"From 16 to 17 years",Total,Greece
2195,Afghanistan,AF,230,2016,"From 16 to 17 years",Total,Greece
2196,Afghanistan,AF,315,2017,"From 16 to 17 years",Total,Greece
2197,Afghanistan,AF,455,2018,"From 16 to 17 years",Total,Greece
2198,Afghanistan,AF,685,2019,"From 16 to 17 years",Total,Greece
2199,Afghanistan,AF,5,2015,"From 16 to 17 years",Total,Spain
2200,Afghanistan,AF,5,2018,"From 16 to 17 years",Total,Spain
2201,Afghanistan,AF,775,2008,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2202,Afghanistan,AF,1780,2009,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2203,Afghanistan,AF,2135,2010,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2204,Afghanistan,AF,2915,2011,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2205,Afghanistan,AF,3030,2012,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2206,Afghanistan,AF,1895,2013,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2207,Afghanistan,AF,3120,2014,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2208,Afghanistan,AF,25490,2015,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2209,Afghanistan,AF,15255,2016,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2210,Afghanistan,AF,3315,2017,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2211,Afghanistan,AF,1940,2018,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2212,Afghanistan,AF,2185,2019,"From 16 to 17 years",Total,"European Union - 27 countries (from 2020)"
2213,Afghanistan,AF,1490,2008,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2214,Afghanistan,AF,2245,2009,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2215,Afghanistan,AF,2360,2010,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2216,Afghanistan,AF,3040,2011,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2217,Afghanistan,AF,3100,2012,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2218,Afghanistan,AF,1970,2013,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2219,Afghanistan,AF,3175,2014,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2220,Afghanistan,AF,25720,2015,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2221,Afghanistan,AF,15525,2016,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2222,Afghanistan,AF,3390,2017,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2223,Afghanistan,AF,2050,2018,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2224,Afghanistan,AF,2350,2019,"From 16 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2225,Afghanistan,AF,45,2008,"From 16 to 17 years",Total,Finland
2226,Afghanistan,AF,60,2009,"From 16 to 17 years",Total,Finland
